公司代號,年季,　 營業活動之現金流量－間接法,　　 繼續營業單位稅前淨利（淨損）,　　 本期稅前淨利（淨損）,　　 調整項目,　　　 不影響現金流量之收益費損項目,　　　　 折舊費用,　　　　 攤銷費用,　　　　 呆帳費用提列（轉列收入）數,　　　　 透過損益按公允價值衡量金融資產及負債之淨損失（利益）,　　　　 利息費用,　　　　 採用權益法認列之關聯企業及合資損失（利益）之份額,　　　　 處分及報廢不動產、廠房及設備損失（利益）,　　　　 處分投資損失（利益）,　　　　 非金融資產減損迴轉利益,　　　　 其他項目,　　　　 不影響現金流量之收益費損項目合計,　　　 與營業活動相關之資產／負債變動數,　　　　 與營業活動相關之資產之淨變動,　　　　　 持有供交易之金融資產（增加）減少,　　　　　 應收票據（增加）減少,　　　　　 應收帳款（增加）減少,　　　　　 其他應收款（增加）減少,　　　　　 存貨（增加）減少,　　　　　 預付款項（增加）減少,　　　　　 其他流動資產（增加）減少,　　　　　 與營業活動相關之資產之淨變動合計,　　　　 與營業活動相關之負債之淨變動,　　　　　 應付票據增加（減少）,　　　　　 應付帳款增加（減少）,　　　　　 其他應付款增加（減少）,　　　　　 其他流動負債增加（減少）,　　　　　 應計退休金負債增加（減少）,　　　　　 與營業活動相關之負債之淨變動合計,　　　　 與營業活動相關之資產及負債之淨變動合計,　　　 調整項目合計,　　 營運產生之現金流入（流出）,　　 支付之利息,　　 退還（支付）之所得稅,　 營業活動之淨現金流入（流出）,　 投資活動之現金流量,　　 取得備供出售金融資產,　　 處分備供出售金融資產,　　 取得以成本衡量之金融資產,　　 處分以成本衡量之金融資產,　　 以成本衡量之金融資產減資退回股款,　　 取得採用權益法之投資,　　 處分採用權益法之投資,　　 採用權益法之被投資公司減資退回股款,　　 取得不動產、廠房及設備,　　 處分不動產、廠房及設備,　　 取得無形資產,　　 取得投資性不動產,　　 處分投資性不動產,　　 應收款項增加,　　 其他金融資產增加,　　 其他非流動資產增加,　　 預付設備款增加,　　 其他預付款項增加,　　 投資活動之淨現金流入（流出）,　 籌資活動之現金流量,　　 短期借款增加,　　 應付短期票券增加,　　 發行公司債,　　 舉借長期借款,　　 償還長期借款,　　 存入保證金增加,　　 存入保證金減少,　　 應付款項減少,　　 其他非流動負債增加,　　 其他非流動負債減少,　　 非控制權益變動,　　 籌資活動之淨現金流入（流出）,　 匯率變動對現金及約當現金之影響,　 本期現金及約當現金增加（減少）數,　 期初現金及約當現金餘額,　 期末現金及約當現金餘額,　　 資產負債表帳列之現金及約當現金,　　　　 處分採用權益法之投資損失（利益）,　　　　 金融資產減損損失,　　　　　 預收款項增加（減少）,　　 存出保證金增加,　　 其他應收款－關係人減少,　　 收取之股利,　　 償還公司債,　　 其他應付款－關係人減少,　　　　 處分投資性不動產損失（利益）,　　 發放現金股利,　　　　 利息收入,　　　　 股利收入,　　 收取之利息,　　 備供出售金融資產減資退回股款,　　 處分子公司股權（未喪失控制力）,　　　　 處分無形資產損失（利益）,　　　　　 應收票據－關係人（增加）減少,　　 處分子公司,　　 存出保證金減少,　　 其他應收款－關係人增加,　　 其他投資活動,　　　　 非金融資產減損損失,　　 處分待出售非流動資產,　　　 收益費損項目,　　　　 處分待出售非流動資產損失（利益）,　　　　 收益費損項目合計,　　　　　 淨確定福利負債增加(減少)
1216,2014年01月01日至2014年03月31日,,7717097,7717097,,,4438518,188058,-116011,-11955,613430,-852161,7956,-1341710,-6879.0,9819,2756519.0,,,-556502,102220,-303120,-531537,2352632,-1818237,147903,-606641,,-514805,760516,-188441,95086,-76388.0,-2906583,-3513224,-756705,6960392,-511471,-209278,6411244,,-122777,521978,-6094,0,0,-549998,0,134714,-6479932,161804,-52707,-33434,1088,,-8593088,-67184,-620854,-270249.0,-14473973,,11049608,196115,8500277,27446891,-39259579,,-77199.0,,,-133938.0,-197607,7528577,402250,-131902,40807550,40675648,40675648,0.0,0.0,-2982551.0,,,,0.0,0.0,-625.0,0.0,-187350.0,0.0,171601.0,0.0,4009.0,15429.0,0.0,1445650.0,55088.0,-378.0,2400.0,,,,,,
1216,2013年度,,25282161,25282161,,,15723309,604826,-138304,-19048,2082438,-2205913,212398,-2549280,249884.0,1219853,14500993.0,,,-3213168,414659,-38146,700321,-2051921,-2028395,-255489,-6472139,,20407,526898,426239,-259794,-262585.0,3332389,-3139750,11361243,36643404,-2025595,-4984577,30345265,,-1207517,4380367,-223503,460983,81842,-1459880,1921933,21849,-31783690,1330206,-457224,-485368,116274,,28283,-661392,-3993441,-3571690.0,-35734617,,5698570,-492309,6918987,101769062,-99254914,,596974.0,,-16197.0,,-2867002,4149822,-1898361,-3137891,43945441,40807550,40807550,,57435.0,2881224.0,,1681.0,,-1450000.0,0.0,-24572.0,-6807464.0,-712033.0,,712033.0,184.0,54115.0,0.0,0.0,0.0,-234514.0,,,,0.0,,,,
1216,2013年01月01日至2013年12月31日,,25282161,25282161,,,15723309,604826,-138304,-19048,2082438,-2205913,212398,-1836627,249884.0,-110367,14500993.0,,,-3213168,414659,-38146,700321,-2051921,-2028395,-255489,-6472139,,20407,526898,426239,-259794,-262585.0,3332389,-3139750,11361243,36643404,-2025595,-4984577,30345265,,-1207517,4380367,-223503,460983,81842,-1459880,1921933,21849,-31783690,1330206,-457224,-485368,116274,,28283,-661392,-3993441,-3571690.0,-35734617,,5698570,-492309,6918987,101769062,-99254914,596974.0,,,,-16197.0,-2867002,4188644,-1937183,-3137891,43945441,40807550,40807550,-712653.0,57435.0,2881224.0,-234514.0,1681.0,,-1450000.0,0.0,-24572.0,-6807464.0,-712033.0,1330220.0,712033.0,184.0,92937.0,,,,,,,,,,,,
1216,2013年01月01日至2013年09月30日,,21414289,21414289,,,11597759,363046,8889,116237,1537472,-1605925,56391,-1758515,22205.0,86952,9714069.0,,,-2136626,140589,-2588607,-1298196,-616397,-1652199,-318146,-8469582,,-820072,2516885,4026648,-36819,-346662.0,3990054,-4479528,5234541,26648830,-1447996,-4089665,21111169,,-1015436,3966602,-94355,382183,68213,-1285134,1912071,21849,-25200834,973113,-264604,-142241,144996,,-8961083,-2642905,-2962427,,-33914025,,8650071,768778,6833010,69486107,-70094745,98665.0,,,,-325221.0,-3721752,4187449,-78567,-8693974,43945441,35251467,35251467,-712802.0,29062.0,-1349926.0,-144405.0,1309.0,1329063.0,-700000.0,0.0,-26702.0,-6807464.0,,,,,,,,,,,,,,,,,
1216,2013年01月01日至2013年06月30日,,13778645,13778645,,,7825223,243711,154239,28381,1000846,-951053,-206647,-342389,-7584.0,33206,7316892.0,,,-6105830,116683,-2532325,-1664225,-1080820,-194079,-526827,-11987423,,261675,2828505,6266739,110709,-248313.0,7440998,-4546425,2770467,16549112,-1049819,-2662245,12837048,,-911921,1763387,-45000,352247,68626,-994059,1554685,21849,-16485510,587907,-123569,-81106,48400,,-508777,-2249322,-1285477,,-17936665,,3879237,805595,6899840,49145148,-49047759,,-379652.0,,-288929.0,,-2987893,7325587,-874481,1351489,43945441,45296930,45296930,-490028.0,28987.0,-1778317.0,-132714.0,595.0,483094.0,-700000.0,0.0,,,,,,,,,,,,,,,,,,,
1216,2013年01月01日至2013年03月31日,,6982144,6982144,,,3710698,58773,-59930,24296,498057,-465340,130116,-449276,-5970.0,13563,3454987.0,,,-1366243,-58235,118273,167040,64659,-1377712,-554293,-3006511,,-328728,2076764,-609384,-671499,-98604.0,368549,-2637962,817025,7799169,-445249,-480413,6873507,,-445980,1317384,-44745,257183,26667,-94705,1194232,21849,-7607716,128344,-58468,-69740,37339,-1076.0,-8779259,-399078,-767012,-590101.0,-15874882,,2479323,119127,2000000,24672342,-26227972,0.0,-25315.0,0.0,0.0,-327590.0,819946,3509861,-464798,-5956312,43945441,37989129,37989129,,,,,,,,,,,,,,,,,,,,,,,,,,,
1216,2012年01月01日至2012年12月31日,,19476659,19476659,,,14007280,469923,70803,-10080,2014909,-2455737,180370,-277715,70025.0,-305755,17149388.0,,,1057464,279066,-589880,-185487,896485,-409300,-371605,676743,,26894,1719785,6304159,176311,350925.0,7861286,8538029,25687417,45164076,-1884933,-3836077,40248024,,-1604059,1674152,-134238,266871,100980,-599911,15640,86000,-23493608,876211,-545889,-88366,0,,37658,-202979,-5269498,-999699.0,-30027218,,-6746013,798355,7100000,142782023,-147586610,767796.0,,,,-579226.0,-4660278,-7807140,-268499,2145167,41800274,43945441,43945441,32480.0,3053255.0,-716788.0,-271169.0,47325.0,,0.0,-55601.0,22.0,-4544369.0,-804958.0,1104566.0,804958.0,77361.0,4916783.0,,,,,,,,,,,,
1216,2012年01月01日至2012年09月30日,,17866652,17866652,,,10177967,348732,69760,-88284,1506218,-1857980,76744,-331649,70503.0,17929,9989927.0,,,-230489,17608,-5269658,-284812,1403601,-208396,-540974,-5113120,,900155,6110841,6619311,191810,-344709.0,11070055,5956935,15946862,33813514,-1221948,-3085164,29506402,,-1166350,1005841,-56931,128920,47550,-295383,1234,6855,-15384324,680747,-231949,-18739,0,,-11550106,-1678459,-4357192,,-31967964,,995796,1719224,5000000,124479555,-129990570,390425.0,,,,-400784.0,-4627863,-6979787,877937,-8563412,41800274,33236862,33236862,-13.0,0.0,-2407353.0,-250448.0,47552.0,1103218.0,0.0,-1201.0,0.0,-4544369.0,,,,,,,,,,,,,,,,,
1216,2012年01月01日至2012年06月30日,,11522232,11522232,,,6718898,234553,21156,-77418,1017318,-1052669,43552,-258900,-8984.0,-174804,6462689.0,,,-5230538,1817,-3029985,-579735,2180703,-143059,-446177,-7246974,,6869,3739268,8398994,158312,-222859.0,9120201,1873227,8335916,19858148,-1005882,-2296679,16555587,,-943124,766356,-56931,3503,0,-214672,1234,6855,-9495926,416365,-87507,-10530,0,,-776356,-1262044,-3292080,,-14815335,,3789507,1307138,5000000,93722445,-94941628,,122560.0,,-227579.0,,-4384331,4387711,529435,6657398,41800274,48457672,48457672,-13.0,0.0,-2960383.0,-251793.0,47230.0,334085.0,0.0,-401.0,,,,,,,,,,,,,,,,,,,
1216,2012年01月01日至2012年03月31日,,5581919,5581919,,,3275245,88606,34732,-207116,504870,-454315,38190,-153811,-6208.0,-143814,2976379.0,,,374404,-155794,-1142808,432691,1878354,-1346916,-163462,-123531,,-111358,2002344,-416556,-1428355,-103143.0,-57068,-180599,2795780,8377699,-314818,-279974,7782907,,-719429,560699,-44391,192,0,-50091,208,0,-4863085,142297,-44385,-18886,30114,-59619.0,-7772032,-623425,-890511,-139908.0,-14492252,,4169938,702886,0,54589884,-58873361,134008.0,0.0,-801.0,128863.0,0.0,-214263,637154,582743,-5489448,41800274,36310826,36310826,,,,,,,,,,,,,,,,,,,,,,,,,,,
