公司代號,年季,　 營業活動之現金流量－間接法,　　 繼續營業單位稅前淨利（淨損）,　　 本期稅前淨利（淨損）,　　 調整項目,　　　 不影響現金流量之收益費損項目,　　　　 折舊費用,　　　　 攤銷費用,　　　　 利息收入,　　　　 處分及報廢不動產、廠房及設備損失（利益）,　　　　 處分投資損失（利益）,　　　　 未實現外幣兌換損失（利益）,　　　　 不影響現金流量之收益費損項目合計,　　　 與營業活動相關之資產／負債變動數,　　　　 與營業活動相關之資產之淨變動,　　　　　 應收帳款（增加）減少,　　　　　 應收帳款－關係人（增加）減少,　　　　　 存貨（增加）減少,　　　　　 其他流動資產（增加）減少,　　　　　 其他金融資產（增加）減少,　　　　　 與營業活動相關之資產之淨變動合計,　　　　 與營業活動相關之負債之淨變動,　　　　　 應付帳款增加（減少）,　　　　　 應付帳款－關係人增加（減少）,　　　　　 預收款項增加（減少）,　　　　　 其他流動負債增加（減少）,　　　　　 應計退休金負債增加（減少）,　　　　　 與營業活動相關之負債之淨變動合計,　　　　 與營業活動相關之資產及負債之淨變動合計,　　　 調整項目合計,　　 營運產生之現金流入（流出）,　　 退還（支付）之所得稅,　 營業活動之淨現金流入（流出）,　 投資活動之現金流量,　　 取得備供出售金融資產,　　 處分備供出售金融資產,　　 取得不動產、廠房及設備,　　 處分不動產、廠房及設備,　　 存出保證金增加,　　 取得無形資產,　　 收取之利息,　　 投資活動之淨現金流入（流出）,　 籌資活動之現金流量,　　 存入保證金增加,　　 存入保證金減少,　　 籌資活動之淨現金流入（流出）,　 匯率變動對現金及約當現金之影響,　 本期現金及約當現金增加（減少）數,　 期初現金及約當現金餘額,　 期末現金及約當現金餘額,　　 資產負債表帳列之現金及約當現金,　　　　 利息費用,　　 透過其他綜合損益按公允價值衡量之金融資產減資退回股款,　　 存出保證金減少,　　 發放現金股利,　　 支付之利息,　　　　 呆帳費用提列（轉列收入）數,　　 其他金融資產增加,　　　　　 負債準備增加（減少）,　　　 收益費損項目,　　　　 收益費損項目合計,　　　　　 淨確定福利負債增加(減少),　　　　　 其他應付款增加（減少）,　　 取得以成本衡量之金融資產,　　 預付投資款增加
3443,2014年01月01日至2014年03月31日,,167301,167301,,,17789,38583,-3474,0.0,-950,2749,43793.0,,,-157976,0,65511,3000,997,-88468,,-16263,403692,11746,-42568,31.0,356638,268170,311963,479264,-984,478280,,-900000.0,900950,-27407,0.0,,-39087,2957,-60526,,0.0,,-18,3360,421096,2136080,2557176,2557176,18.0,,2061.0,,-18.0,-10922.0,,,,,,,,
3443,2013年度,,348382,348382,,,71144,153937,-14446,1182.0,-3279,1647,212443.0,,,248233,26528,-132838,28045,-1696,168272,,-265653,-98764,92203,-71489,-1018.0,-344721,-176449,35994,384376,-84352,300024,,-3170000.0,3173279,-47385,1569.0,-3266.0,-132668,14450,-162412,,27628.0,-13273.0,-387962,1842,-248508,2384588,2136080,2136080,281.0,,1609.0,-402036.0,-281.0,1977.0,,0.0,,,,,,
3443,2013年01月01日至2013年12月31日,,348382,348382,,,71144,153937,-14446,1182.0,-3279,1647,212443.0,,,248233,26528,-132838,28045,-1696,168272,,-265653,-98764,92203,-71489,-1018.0,-344721,-176449,35994,384376,-84352,300024,,-3170000.0,3173279,-47385,1569.0,-3266.0,-132668,14450,-162412,,27628.0,-13273.0,-387962,1842,-248508,2384588,2136080,2136080,281.0,,1609.0,-402036.0,-281.0,1977.0,,,,,,,,
3443,2013年01月01日至2013年09月30日,,176235,176235,,,53663,116216,-11056,1176.0,-2920,406,162438.0,,,-135467,26528,-186034,-26493,21,-321445,,-259368,613841,7613,-105111,-763.0,256212,-65233,97205,273440,-83101,190339,,-2750000.0,2752920,-43035,1569.0,-3066.0,-123388,10559,-172975,,25212.0,-10093.0,-387076,1102,-368610,2384588,2015978,2015978,159.0,,1466.0,-402036.0,-159.0,4794.0,-20000.0,,,,,,,
3443,2013年01月01日至2013年06月30日,,132320,132320,,,36068,75142,-7369,1173.0,-2269,2435,105195.0,,,318347,26528,17215,43901,-493,405498,,-206840,288553,-39774,-54859,-508.0,-13428,392070,497265,629585,-81219,548366,,,1752269,-20420,1569.0,-1326.0,-55893,7212,-65190,,21957.0,,21942,3065,508183,2384588,2892771,2892771,15.0,-1750000.0,1399.0,0.0,-15.0,,,,,,,,,
3443,2013年01月01日至2013年03月31日,,108539,108539,,,18355,38445,-3609,1168.0,-1189,1321,54491.0,,,351324,26528,36196,44712,-1192,457568,,-205822,128966,-84567,-67882,-249.0,-229554,228014,282505,391044,-1283,389761,,-750000.0,751189,-19310,1569.0,268.0,-6222,3125,-19381,,4836.0,0.0,4836,2380,377596,2384588,2762184,2762184,,,,,,,,,,,,,,
3443,2012年01月01日至2012年12月31日,,706161,706161,,,80188,153393,-11243,-363.0,-3379,1305,239540.0,,,310410,-26528,266219,1217,-8,551310,,-152435,116175,-114571,-27562,-1156.0,-179549,371761,611301,1317462,-41064,1276398,,-3305000.0,3308379,-81738,286.0,-3141.0,-123299,10991,-189062,,24430.0,-24430.0,-402270,-6604,678462,1706126,2384588,2384588,234.0,,4460.0,-402036.0,-234.0,19405.0,,,,,,,,
3443,2012年01月01日至2012年09月30日,,552670,552670,,,60019,114944,-8554,-213.0,-2494,195,181037.0,,,-160334,-18456,-361242,-54587,1,-594618,,-1413,701479,-40928,-48941,-882.0,609315,14697,195734,748404,-39970,708434,,-2565000.0,2567494,-52924,286.0,-2712.0,-98220,8407,-139952,,24430.0,-24430.0,-402270,-4372,161840,1706126,1867966,1867966,234.0,,2717.0,-402036.0,-234.0,16906.0,0.0,,,,,,,
3443,2012年01月01日至2012年06月30日,,324107,324107,,,39428,76310,-6136,-213.0,-1735,1458,109217.0,,,142530,-31,-452961,-24311,-204,-334977,,-103381,678646,-107340,-23587,-589.0,443749,108772,217989,542096,-40183,501913,,,1461735,-45267,0.0,-1320.0,-66984,6050,-103421,,24430.0,,-377711,-1492,19289,1706126,1725415,1725415,105.0,-1460000.0,2365.0,-402036.0,-105.0,,,,,,,,,
3443,2012年01月01日至2012年03月31日,,114641,114641,,,19326,38120,-3140,0.0,-808,-1427,52071.0,,,382365,0,-100022,-39121,1,243223,,-195430,492606,-46403,-54181,-292.0,196300,439523,491594,606235,-3025,603210,,-800000.0,800808,-15187,0.0,1177.0,-34772,2889,-45085,,0.0,-76.0,-76,-3176,554873,1706126,2260999,2260999,,,,,,,,,,,,,,
