公司代號,年季,　 營業活動之現金流量－間接法,　　 繼續營業單位稅前淨利（淨損）,　　 停業單位稅前淨利（淨損）,　　 本期稅前淨利（淨損）,　　 調整項目,　　　 不影響現金流量之收益費損項目,　　　　 折舊費用,　　　　 攤銷費用,　　　　 呆帳費用提列（轉列收入）數,　　　　 透過損益按公允價值衡量金融資產及負債之淨損失（利益）,　　　　 利息費用,　　　　 利息收入,　　　　 採用權益法認列之關聯企業及合資損失（利益）之份額,　　　　 處分及報廢不動產、廠房及設備損失（利益）,　　　　 不影響現金流量之收益費損項目合計,　　　 與營業活動相關之資產／負債變動數,　　　　 與營業活動相關之資產之淨變動,　　　　　 應收票據（增加）減少,　　　　　 應收帳款（增加）減少,　　　　　 應收帳款－關係人（增加）減少,　　　　　 應收建造合約款（增加）減少,　　　　　 其他應收款（增加）減少,　　　　　 存貨（增加）減少,　　　　　 預付款項（增加）減少,　　　　　 其他流動資產（增加）減少,　　　　　 其他營業資產（增加）減少,　　　　　 與營業活動相關之資產之淨變動合計,　　　　 與營業活動相關之負債之淨變動,　　　　　 應付票據增加（減少）,　　　　　 應付帳款增加（減少）,　　　　　 應付帳款－關係人增加（減少）,　　　　　 應付建造合約款（增加）減少,　　　　　 其他應付款增加（減少）,　　　　　 負債準備增加（減少）,　　　　　 預收款項增加（減少）,　　　　　 其他流動負債增加（減少）,　　　　　 應計退休金負債增加（減少）,　　　　　 遞延貸項增加（減少）,　　　　　 與營業活動相關之負債之淨變動合計,　　　　 與營業活動相關之資產及負債之淨變動合計,　　　 調整項目合計,　　 營運產生之現金流入（流出）,　　 退還（支付）之所得稅,　 營業活動之淨現金流入（流出）,　 投資活動之現金流量,　　 取得不動產、廠房及設備,　　 處分不動產、廠房及設備,　　 存出保證金增加,　　 存出保證金減少,　　 取得無形資產,　　 預付設備款增加,　　 預付設備款減少,　　 收取之利息,　　 投資活動之淨現金流入（流出）,　 籌資活動之現金流量,　　 短期借款增加,　　 短期借款減少,　　 償還長期借款,　　 存入保證金增加,　　 存入保證金減少,　　 支付之利息,　　 籌資活動之淨現金流入（流出）,　 匯率變動對現金及約當現金之影響,　 本期現金及約當現金增加（減少）數,　 期初現金及約當現金餘額,　 期末現金及約當現金餘額,　　 資產負債表帳列之現金及約當現金,　　　　 處分投資性不動產損失（利益）,　　　　　 應收票據－關係人（增加）減少,　　　　　 預付費用（增加）減少,　　　　　 應付票據－關係人增加（減少）,　　 處分投資性不動產,　　 舉借長期借款,　　　　 未實現銷貨利益（損失）,　　 對子公司之收購（扣除所取得之現金）,　　 收取之股利,　　 發放現金股利,　　　　 處分投資損失（利益）,　　　　 金融資產減損損失,　　 取得採用權益法之投資,　　 處分採用權益法之投資,　　 其他非流動資產增加,　　 現金減資,　　　　 已實現銷貨損失（利益）,　　　　　 應付建造合約款增加（減少）,　　 取得備供出售金融資產,　　 庫藏股票處分,　　　　　 其他應收款－關係人（增加）減少,　　　　 股利收入,　　　 收益費損項目,　　　　 收益費損項目合計,　　　　　 淨確定福利負債增加(減少),　　 其他應收款－關係人減少,　　 其他應收款－關係人增加,　　 其他應收款增加
1514,2014年01月01日至2014年03月31日,,19852,,19852,,,7341,1116,2897,-2227,2019,-456,-9333,8,1365.0,,,46533,144532,911,-35190,-52,-199316,-152,142,-9.0,-42601,,-4116,124104,2413,,-20214,-317,6862,507,-3140.0,,72854,30253,31618,51470,-3,51467,,-4854,9.0,-396.0,0.0,-535,-384.0,,465,-7443,,1348121,-1434513,-1850.0,0,-127.0,-2162,-36772,-15,7237,406274,413511,413511,,,,,,,,,,,,,,,,,0.0,-33245.0,-1748.0,53759.0,,,,,,,,
1514,2013年度,,66095,,66095,,,29905,5148,11167,-211,8154,-1429,12710,-1063,64585.0,,,-48078,-68824,21790,1396,21606,220703,-16203,276,38.0,132681,,-3780,-436323,40644,,-9341,-794,10191,101,-12770.0,,-401913,-269232,-204647,-138552,-19235,-157787,,-25706,3338.0,,5955.0,-2871,,,2918,-44726,,4936014,-4561791,-7400.0,1,,-8106,254672,1700,53859,352415,406274,406274,0.0,,-21.0,,,,-67.0,,4000.0,-97104.0,271.0,,-5942.0,83.0,-26501.0,-6942.0,,10159.0,0.0,0.0,-2.0,0.0,,,,,,
1514,2013年01月01日至2013年12月31日,,66095,0.0,66095,,,29905,5148,11167,-211,8154,-1429,12710,-1063,64585.0,,,-48078,-68824,21790,1396,22682,220703,-16203,276,38.0,133759,,-3780,-436323,40644,10159.0,-9341,-794,10191,101,-12770.0,,-401913,-268154,-203569,-137474,-20401,-157875,,-25706,3338.0,,5955.0,-2871,,0.0,3006,-44638,,4936014,-4561791,-7400.0,1,0.0,-8106,254672,1700,53859,352415,406274,406274,0.0,,-21.0,,0.0,,-67.0,0.0,4000.0,-97104.0,271.0,0.0,-5942.0,83.0,-26501.0,-6942.0,,,,,,,,,,,,
1514,2013年01月01日至2013年09月30日,,65695,0.0,65695,,,22623,3913,3631,1010,5817,-985,-2115,-1176,32991.0,,,-33339,-322754,13161,13370,-1901,156994,5094,76,0.0,-169315,,4511,-394616,58480,52039.0,-2715,-137,62208,958,-9649.0,,-228921,-398236,-365245,-299550,-20387,-319937,,-21302,3035.0,-5361.0,,-1649,-900.0,,853,-21324,,3680600,-3261561,-5550.0,1,0.0,-6026,310362,1273,-29626,352415,322789,322789,0.0,0.0,-16.0,,0.0,,273.0,0.0,4000.0,-97102.0,,,,,,,,,,,,,,,,,,
1514,2013年01月01日至2013年06月30日,,60491,0.0,60491,,,15021,2602,7169,286,3584,-631,4875,-18,32888.0,,,-8167,-498385,14295,-20824,-4756,48257,5538,-74,,-464127,,12559,-177965,58455,-22224.0,-1028,-636,-13911,886,-6495.0,200.0,-150178,-614305,-581417,-520926,-20260,-541186,,-18600,21.0,0.0,7811.0,-599,0.0,,532,-10835,,2011555,-1606396,,1,0.0,-3660,397800,1545,-152676,352415,199739,199739,0.0,0.0,-11.0,-19.0,0.0,-3700.0,,,,,,,,,,,,,,,,,,,,,,
1514,2013年01月01日至2013年03月31日,,31594,0.0,31594,,,7463,1302,4253,-866,1271,-244,1129,-21,14287.0,,,-32874,-263233,23442,-8034,-15355,-15281,-6955,-113,-5.0,-318408,,2885,-65240,22698,-19145.0,-27530,578,-10369,496,-3214.0,-20.0,-98861,-417269,-402982,-371388,-5,-371393,,-5121,21.0,0.0,11484.0,-379,-886.0,0.0,277,5396,,844459,-593668,-1850.0,1,0.0,-1494,247448,1206,-117343,352415,235072,235072,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1514,2012年01月01日至2012年12月31日,,133708,7277.0,140985,,,29272,5464,42564,-1222,5938,-1585,7900,-850,83986.0,,,96549,7228,12800,114448,-4301,-203929,16455,298,229.0,39755,,-39379,330150,-21376,-58033.0,-852,4231,-15206,241,-12139.0,,187637,227392,311378,452363,-9439,442924,,-28013,1108.0,,2334.0,-1661,,225.0,1523,30459,,1520894,-1817444,-7400.0,0,-171.0,-5977,-377845,-746,94792,257623,352415,352415,-4812.0,,-22.0,,22652.0,,8.0,15100.0,17191.0,-67747.0,0.0,1309.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
1514,2012年01月01日至2012年09月30日,,117217,7277.0,124494,,,22101,4111,37992,-471,4069,-1111,-6637,-180,54160.0,,,97365,-206962,2691,106241,-5432,-124725,9340,-832,153.0,-122185,,-35356,118868,-3277,-58889.0,-3297,1918,-13734,1107,-9119.0,,-1779,-123964,-69804,54690,-9385,45305,,-21004,423.0,-950.0,,-1414,-1429.0,,1140,32624,,1408508,-1438110,-5550.0,0,-171.0,-4142,-107212,-721,-30004,257623,227619,227619,-5727.0,-8.0,-16.0,,23567.0,,13.0,15100.0,17191.0,-67747.0,,,,,,,,,,,,,,,,,,
1514,2012年01月01日至2012年06月30日,,58251,7277.0,65528,,,14675,2751,34673,-1636,2760,-813,1214,-198,47699.0,,,123944,186871,-2060,-13187,-4925,-137765,-2146,-246,,150440,,-24559,239444,39128,-53293.0,-27776,-1243,-10793,184,-6129.0,558.0,155521,305961,353660,419188,-9382,409806,,-6935,400.0,-6082.0,0.0,-728,-750.0,,875,10347,,507960,-865836,,0,-170.0,-3004,-364750,-147,55256,257623,312879,312879,-5727.0,-35.0,-11.0,0.0,23567.0,-3700.0,,,,,,,,,,,,,,,,,,,,,,
1514,2012年01月01日至2012年03月31日,,33567,7277.0,40844,,,7381,1370,3777,-2977,1553,-383,900,-231,11390.0,,,128836,217333,8656,74377,-11204,52673,4949,-1557,-5.0,474058,,-27998,-38815,23821,-16159.0,-30608,1385,-23104,219,-3076.0,479.0,-113856,360202,371592,412436,-9,412427,,-3025,400.0,-4651.0,0.0,-140,0.0,107.0,335,-6974,,194854,-470720,-1850.0,0,-11.0,-1932,-279659,-208,125586,257623,383209,383209,,,,,,,,,,,,,,,,,,,,,,,,,,,,
