公司代號,年季,　 營業活動之現金流量－間接法,　　 繼續營業單位稅前淨利（淨損）,　　 本期稅前淨利（淨損）,　　 調整項目,　　　 不影響現金流量之收益費損項目,　　　　 折舊費用,　　　　 攤銷費用,　　　　 呆帳費用提列（轉列收入）數,　　　　 透過損益按公允價值衡量金融資產及負債之淨損失（利益）,　　　　 利息費用,　　　　 利息收入,　　　　 採用權益法認列之關聯企業及合資損失（利益）之份額,　　　　 處分及報廢不動產、廠房及設備損失（利益）,　　　　 非金融資產減損損失,　　　　 非金融資產減損迴轉利益,　　　　 未實現外幣兌換損失（利益）,　　　　 不影響現金流量之收益費損項目合計,　　　 與營業活動相關之資產／負債變動數,　　　　 與營業活動相關之資產之淨變動,　　　　　 應收票據（增加）減少,　　　　　 應收帳款（增加）減少,　　　　　 其他應收款（增加）減少,　　　　　 存貨（增加）減少,　　　　　 預付款項（增加）減少,　　　　　 其他流動資產（增加）減少,　　　　　 其他營業資產（增加）減少,　　　　　 與營業活動相關之資產之淨變動合計,　　　　 與營業活動相關之負債之淨變動,　　　　　 應付票據增加（減少）,　　　　　 應付帳款增加（減少）,　　　　　 其他應付款增加（減少）,　　　　　 負債準備增加（減少）,　　　　　 其他流動負債增加（減少）,　　　　　 應計退休金負債增加（減少）,　　　　　 與營業活動相關之負債之淨變動合計,　　　　 與營業活動相關之資產及負債之淨變動合計,　　　 調整項目合計,　　 營運產生之現金流入（流出）,　　 收取之利息,　　 支付之利息,　　 退還（支付）之所得稅,　 營業活動之淨現金流入（流出）,　 投資活動之現金流量,　　 取得原始認列時指定為透過損益按公允價值衡量之金融資產,　　 取得備供出售金融資產,　　 處分無活絡市場之債券投資,　　 處分採用權益法之投資,　　 採用權益法之被投資公司減資退回股款,　　 取得不動產、廠房及設備,　　 處分不動產、廠房及設備,　　 存出保證金增加,　　 其他應收款－關係人減少,　　 取得無形資產,　　 其他非流動資產增加,　　 預付設備款增加,　　 投資活動之淨現金流入（流出）,　 籌資活動之現金流量,　　 短期借款增加,　　 短期借款減少,　　 應付短期票券增加,　　 應付短期票券減少,　　 償還長期借款,　　 存入保證金增加,　　 其他應付款－關係人增加,　　 籌資活動之淨現金流入（流出）,　 匯率變動對現金及約當現金之影響,　 本期現金及約當現金增加（減少）數,　 期初現金及約當現金餘額,　 期末現金及約當現金餘額,　　 資產負債表帳列之現金及約當現金,　　　　 股利收入,　　　　 股份基礎給付酬勞成本,　　　　 處分投資損失（利益）,　　 收取之股利,　　 對子公司之收購（扣除所取得之現金）,　　 舉借長期借款,　　 庫藏股票處分,　　 員工購買庫藏股,　　 以成本衡量之金融資產減資退回股款,　　 其他應收款－關係人增加,　　　　 其他項目,　　　　　 持有供交易之金融資產（增加）減少,　　 存出保證金減少,　　 應收款項減少,　　 取得子公司股權,　　 其他金融資產增加,　　　　 金融資產減損損失,　　 取得採用權益法之投資,　　　　　 其他金融資產（增加）減少,　　　 收益費損項目,　　　　 收益費損項目合計,　　　　　 淨確定福利負債增加(減少),　　 預付設備款減少,　　 其他應付款－關係人減少,　　 非控制權益變動
1447,2014年01月01日至2014年03月31日,,276044,276044,,,124912,3345,-2260,11173,16373,-5726,-4240,-12969,0.0,-1000.0,85055,232636.0,,,-116892,388893,402.0,-1248478,-5180,-60955,-73047,-1112747,,9797,638583,3005,-1414,46288,30.0,696289,-416458,-183822,92222,4178,-13833,-498,82069,,,0.0,,,0.0,-44244,28847,,,,,-25845.0,-2204612,,2278991,,0,,-410869,11,23995.0,1992128,3310,-127105,558884,431779,431779,,,-1093.0,,,100000.0,,,,,19066.0,2510.0,,,,-2163370.0,,,,,,,,,
1447,2013年度,,1225861,1225861,,,489628,19295,2870,-96007,65568,-9380,-68165,-15003,7740.0,,-78736,282311.0,,,38115,-1238995,,185096,-111146,57706,909,-1254343,,-92866,184986,5211,13611,32149,-430.0,142661,-1111682,-829371,396490,9282,-65682,-3077,464843,,,-28057.0,,,41850.0,-480595,16560,,,-9084.0,,-134344.0,-593666,,248043,,155000,,-364999,203,125415.0,370961,27034,269172,289712,558884,558884,-103122.0,0.0,0.0,127830.0,,,250753.0,0.0,0.0,,67623.0,-30000.0,4.0,,-43454.0,0.0,0.0,0.0,-156028.0,,,,,,
1447,2013年01月01日至2013年12月31日,,1225861,1225861,,,489628,19295,2870,-96007,65568,-9380,-68165,-15002,7740.0,0.0,-78736,282312.0,,,38115,-1238995,20384.0,185096,-120230,-118804,3813,-1260621,,-92866,184986,2577,13611,32149,-430.0,140027,-1120594,-838282,387579,9380,-63048,-3077,458664,,,-28057.0,,,41850.0,-471218,16560,,,,0.0,-146626.0,-587487,,248043,,155000,,-464999,203,125415.0,370961,27034,269172,289712,558884,558884,-103122.0,0.0,0.0,127830.0,,100000.0,250753.0,0.0,0.0,,67623.0,-30000.0,4.0,0.0,-43454.0,,,,,,,,,,
1447,2013年01月01日至2013年09月30日,,960414,960414,,,365000,62932,2810,-96605,47816,-2886,-44467,-15001,1315.0,0.0,25725,243566.0,,,115695,-1098724,-23954.0,-527661,-55482,-77187,-8391,-1675704,,-109533,132215,11363,24342,-3273,-419.0,54695,-1621009,-1377443,-417029,2849,-45926,-2582,-334858,,0.0,-28057.0,0.0,,41850.0,-453846,16558,0.0,,0.0,0.0,-29380.0,-496329,,1046791,,150000,,-150645,-402,65789.0,1123871,-310,292374,289712,582086,582086,-103073.0,0.0,0.0,127830.0,-43454.0,0.0,12338.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
1447,2013年01月01日至2013年06月30日,,658037,658037,,,242466,39930,6500,-73978,31986,-1793,-17291,-13977,0.0,-2831.0,-29124,180975.0,,,14095,-1349768,-37913.0,-748786,-39439,-32111,-9073,-2202995,,-13445,161021,13004,19391,7780,158.0,187909,-2015086,-1834111,-1176074,1788,-29483,-2218,-1203401,,0.0,-28057.0,0.0,,41850.0,-175077,14742,0.0,0.0,0.0,0.0,-21741.0,-211737,,1588645,,48757,,-188811,801,41798.0,1503528,914,89304,289712,379016,379016,-913.0,0.0,0.0,2586.0,-43454.0,0.0,12338.0,0.0,,,,,,,,,,,,,,,,,
1447,2013年01月01日至2013年03月31日,,414004,414004,,,120467,19799,6100,-3463,16162,-676,-8716,-707,4000.0,0.0,-55003,97963.0,,,89149,-1695159,-23791.0,-370142,-12955,3176,-536,-2010258,,23689,621649,-25252,6942,-29155,97.0,597970,-1412288,-1314325,-900321,664,-2965,-562,-903184,,0.0,-1657.0,0.0,0.0,41850.0,-30874,1472,0.0,0.0,0.0,0.0,-27947.0,-17156,,10125000,-8613448.0,2931438,-2882000.0,-6708,230,7000.0,1561512,2616,643788,289712,933500,933500,,,,,,,,,,,,,,,,,,,,,,,,,
1447,2012年01月01日至2012年12月31日,,58750,58750,,,476609,18133,5350,-68679,68166,-5025,-106931,-60176,0.0,-211286.0,2983,348528.0,,,-9405,-477170,22366.0,900321,-74961,27901,-7069,1155637,,17495,-75424,-41449,1246,-9061,1105.0,-106088,1049549,1398077,1456827,5115,-59568,-4401,1563624,,,-205548.0,,,0.0,-175005,313361,,,,-11770.0,-300.0,85710,,-1557452,,-300000,,-385125,-2045,2000.0,-1761949,-451,-113066,402778,289712,289712,-154925.0,2354.0,322661.0,165651.0,,458000.0,0.0,22673.0,1957.0,,59294.0,773654.0,15.0,163000.0,0.0,,,,,,,,,,
1447,2012年01月01日至2012年09月30日,,-150458,-150458,,,356774,58435,2400,10506,53160,-3043,-106175,-18864,0.0,-211300.0,629,176038.0,,,-7601,-662430,-90187.0,1125786,-114825,-3754,2816,249805,,41680,607834,-2368,4780,27351,1009.0,680286,930091,1106129,955671,3095,-53496,-4311,1066610,,326016.0,-145935.0,4805.0,,0.0,-79702,18968,-1732.0,,-3282.0,-11770.0,-861.0,149464,,-1450590,,-250000,,0,3354,2000.0,-1412583,142,-196367,402778,206411,206411,-154925.0,2354.0,186087.0,165651.0,0.0,259980.0,0.0,22673.0,1957.0,41000.0,,,,,,,,,,,,,,,
1447,2012年01月01日至2012年06月30日,,-536766,-536766,,,237443,39756,3900,129909,36148,-777,-9128,-12850,84018.0,0.0,-1464,523138.0,,,-30766,-801948,2425.0,352707,-192288,-35634,2622,-702882,,87441,1873765,-40047,8155,-10411,689.0,1919592,1216710,1739848,1203082,777,-30599,-3963,1171457,,-325586.0,-44595.0,4805.0,,0.0,-30808,12954,-3228.0,163000.0,-726.0,-11770.0,-1701.0,-237655,,-753410,,-421053,,-190062,871,-63000.0,-945981,2096,-10083,402778,392695,392695,-153.0,2354.0,13982.0,2160.0,0.0,458000.0,0.0,22673.0,,,,,,,,,,,,,,,,,
1447,2012年01月01日至2012年03月31日,,281821,281821,,,118703,19777,5400,-279925,19477,-434,-37929,-11439,0.0,-172480.0,6931,-331919.0,,,-103354,-1328824,-7249.0,1117457,-13702,-4306,-14065,-354043,,19864,916405,-53774,3331,-18225,378.0,867979,513936,182017,463838,203,-2973,-69,460999,,-253860.0,-23086.0,2461.0,8229.0,0.0,-17919,11439,-5031.0,163000.0,-165.0,-11770.0,-9.0,-126711,,9143995,-9450899.0,2402428,-2353000.0,-7958,818,-61000.0,-325616,2252,10924,402778,413702,413702,,,,,,,,,,,,,,,,,,,,,,,,,
