公司代號,年季,　 營業活動之現金流量－間接法,　　 繼續營業單位稅前淨利（淨損）,　　 本期稅前淨利（淨損）,　　 調整項目,　　　 不影響現金流量之收益費損項目,　　　　 折舊費用,　　　　 攤銷費用,　　　　 呆帳費用提列（轉列收入）數,　　　　 透過損益按公允價值衡量金融資產及負債之淨損失（利益）,　　　　 採用權益法認列之關聯企業及合資損失（利益）之份額,　　　　 處分及報廢不動產、廠房及設備損失（利益）,　　　　 不動產、廠房及設備轉列費用數,　　　　 處分其他資產損失（利益）,　　　　 其他項目,　　　　 不影響現金流量之收益費損項目合計,　　　 與營業活動相關之資產／負債變動數,　　　　 與營業活動相關之資產之淨變動,　　　　　 持有供交易之金融資產（增加）減少,　　　　　 應收票據（增加）減少,　　　　　 應收票據－關係人（增加）減少,　　　　　 應收帳款（增加）減少,　　　　　 應收帳款－關係人（增加）減少,　　　　　 其他應收款（增加）減少,　　　　　 存貨（增加）減少,　　　　　 預付款項（增加）減少,　　　　　 其他流動資產（增加）減少,　　　　　 其他營業資產（增加）減少,　　　　　 與營業活動相關之資產之淨變動合計,　　　　 與營業活動相關之負債之淨變動,　　　　　 應付票據增加（減少）,　　　　　 應付帳款增加（減少）,　　　　　 應付帳款－關係人增加（減少）,　　　　　 其他應付款增加（減少）,　　　　　 負債準備增加（減少）,　　　　　 其他流動負債增加（減少）,　　　　　 其他營業負債增加（減少）,　　　　　 與營業活動相關之負債之淨變動合計,　　　　 與營業活動相關之資產及負債之淨變動合計,　　　 調整項目合計,　　 營運產生之現金流入（流出）,　　 支付之利息,　　 退還（支付）之所得稅,　 營業活動之淨現金流入（流出）,　 投資活動之現金流量,　　 取得不動產、廠房及設備,　　 取得無形資產,　　 其他投資活動,　　 投資活動之淨現金流入（流出）,　 籌資活動之現金流量,　　 償還長期借款,　　 籌資活動之淨現金流入（流出）,　 本期現金及約當現金增加（減少）數,　 期初現金及約當現金餘額,　 期末現金及約當現金餘額,　　 資產負債表帳列之現金及約當現金,　　　　 利息費用,　　　　 利息收入,　　　　 處分無形資產損失（利益）,　　　　　 預收款項增加（減少）,　　　　　 應計退休金負債增加（減少）,　　 預付投資款增加,　　 處分不動產、廠房及設備,　　 存出保證金增加,　　 其他金融資產增加,　　 其他金融資產減少,　　 收取之利息,　　 存入保證金增加,　　 存入保證金減少,　　　　 股份基礎給付酬勞成本,　　 發放現金股利,　　 現金增資,　　 取得採用權益法之投資,　　 採用權益法之被投資公司減資退回股款,　　 存出保證金減少,　　 其他非流動資產增加,　　 庫藏股票買回成本,　　　 收益費損項目,　　　　 收益費損項目合計,　　　　　 淨確定福利負債增加(減少),　　 因合併產生之現金流入,　　 其他非流動資產減少
3682,2014年01月01日至2014年03月31日,,377852,377852,,,673354,360163,46667,-649,2770,5167,0.0,,,1077606.0,,,0,1516,0.0,87655,1683,10706,-25215,-119596,,,-43251,,2936,-102272,-50660,-8305,1296.0,-1043.0,,-170053,-213304,864302,1242154,-2,-821,1241333,,-542505,-25003,,-551864,,0.0,-4279,685190,5863626,6548816,6548816,2.0,-9868.0,0.0,-8907.0,-3098.0,,0.0,-16449.0,,20612.0,8300.0,6596.0,-10873.0,,,,,,21529.0,-18348.0,,,,,,
3682,2013年度,,1855462,1855462,,,2498469,1369527,207661,-9678,0,251005,12283.0,,0.0,4267149.0,,,1580618,10270,5174.0,370364,1482,49684,58090,-2186,,,2073496,,-2312,-387440,-203461,-352338,56814.0,,-22680.0,-1000586,1072910,5340059,7195521,-6601,-5549,7189972,,-2087099,-6417655,,-8477389,,-1423853.0,-3460378,-4747795,10611421,5863626,5863626,5880.0,-74519.0,355.0,-96995.0,7826.0,,12192.0,-1060549.0,,214300.0,81996.0,31357.0,-28493.0,6166.0,-2298800.0,266012.0,-30000.0,,1063439.0,-254013.0,0.0,,,,,
3682,2013年01月01日至2013年12月31日,,1855462,1855462,,,2498469,1369527,207661,-9678,0,251005,12283.0,,,4267149.0,,,1580618,10270,5174.0,370364,1482,49684,58090,-2186,,-253013.0,1820483,,-2312,-387440,-203461,-352338,56814.0,,-22680.0,-1000586,819897,5087046,6942508,-6601,-5549,6936959,,-2087099,-6417655,-1000.0,-8224376,,-1423853.0,-3460378,-4747795,10611421,5863626,5863626,5880.0,-74519.0,355.0,-96995.0,7826.0,,12192.0,2890.0,214300.0,,81996.0,2864.0,,6166.0,-2298800.0,266012.0,-30000.0,0.0,,,,,,,,
3682,2013年01月01日至2013年09月30日,,1643062,1643062,,,1838075,588331,167398,-7609,0,240415,55.0,,,2778934.0,,,832496,9805,5174.0,183306,3303,27775,59700,-158029,,243429.0,1206959,,1323,-151228,-182425,-335176,-79748.0,,-5271.0,-841517,365442,3144376,4787438,-6601,-2981,4784457,,-1714088,-2339,-1000.0,-2433888,,-1423853.0,-3462485,-1111916,10611421,9499505,9499505,5780.0,-60032.0,355.0,-83072.0,-5920.0,-30000.0,12190.0,-990488.0,0.0,235747.0,56090.0,,757.0,6166.0,-2298800.0,266012.0,,,,,,,,,,
3682,2013年01月01日至2013年06月30日,,1270123,1270123,,,1186449,392699,125636,-5358,0,229392,55.0,,,1892249.0,,,806230,4750,5174.0,120959,3473,34563,41123,-112816,,151946.0,1055402,,3816,-284864,-205394,-288082,23148.0,,-3514.0,-820572,234830,2127079,3397202,-6598,-5072,3392130,,-893030,-1838,-1000.0,-1700889,,-1423853.0,-1431620,259621,10611421,10871042,10871042,5777.0,-42756.0,355.0,-61709.0,-3973.0,-30000.0,12192.0,-989830.0,0.0,161781.0,40836.0,0.0,-1169.0,,,,,,,,,,,,,
3682,2013年01月01日至2013年03月31日,,658623,658623,,,579739,197000,86763,-3454,0,10666,20.0,355.0,37550.0,908639.0,,,1006230,-616,5174.0,-35953,3787,-1075,-106988,-148770,185687.0,100114.0,1007590,,3402,-360844,-52729,19417,864.0,-27847.0,-2228.0,-419965,587625,1496264,2154887,-6416,-995,2147476,,-578632,-1133,0.0,-579765,,-1364695.0,-1364695,203016,10611421,10814437,10814437,,,,,,,,,,,,,,,,,,,,,,,,,,
3682,2012年01月01日至2012年12月31日,,3958356,3958356,,,2051462,1304917,317510,-14616,484,27363,445.0,,,3637592.0,,,302582,-7759,-5174.0,-156953,-2307,17384,-103551,81600,,-155586.0,-29764,,1948,349382,101825,-177747,110548.0,,-23828.0,462553,432789,4070381,8028737,-25915,-9936,8018801,,-3765064,-28436,207672.0,-3780243,,-745561.0,-760368,3478190,7133231,10611421,10611421,26547.0,-76546.0,26.0,92953.0,7472.0,,533.0,-12674.0,-259699.0,,75322.0,11108.0,,0.0,0.0,0.0,0.0,2103.0,,,,,,,,
3682,2012年01月01日至2012年09月30日,,3552768,3552768,,,1520024,571345,237538,-11064,484,19680,578.0,,,2305016.0,,,302582,-9127,0.0,-350713,-17650,7852,-40019,-106924,,295432.0,81433,,2808,114601,58308,-239404,20304.0,,-7126.0,79682,161115,2466131,6018899,-19885,-4768,6014131,,-2176518,-21737,1961.0,-2177140,,-705835.0,-715332,3121659,7133231,10254890,10254890,20472.0,-54067.0,26.0,135827.0,-5636.0,0.0,533.0,-9710.0,-22519.0,0.0,50850.0,,10388.0,0.0,0.0,0.0,,,,,,,,,,
3682,2012年01月01日至2012年06月30日,,2549536,2549536,,,990953,378002,143049,-7796,484,14334,445.0,,,1501665.0,,,251189,-2364,0.0,-99926,-13861,-885,13282,-71714,,197228.0,272949,,5365,-164925,31078,454504,19440.0,,-4826.0,417852,690801,2192466,4742002,-13805,-966,4741036,,-1553195,-18893,1961.0,-1568412,,-703639.0,-713046,2459578,7133231,9592809,9592809,14303.0,-32135.0,26.0,80936.0,-3720.0,0.0,534.0,-10587.0,-22324.0,0.0,34092.0,4398.0,0.0,,,,,,,,,,,,,
3682,2012年01月01日至2012年03月31日,,1331953,1331953,,,487418,187065,71007,-3947,484,9197,477.0,26.0,-4.0,751723.0,,,251189,-1114,0.0,-38590,-6026,-10400,1817,-114937,-22129.0,90822.0,150632,,3384,-72407,68985,64742,0.0,38853.0,2899.0,106456,257088,1008811,2340764,-7870,0,2332894,,-662853,-19899,2103.0,-680649,,-702179.0,-702179,950066,7133231,8083297,8083297,,,,,,,,,,,,,,,,,,,,,,,,,,
