年季,公司代號,公司名稱,流動資產,基金與投資,固定資產,無形資產,其他資產,資產合計,流動負債,長期負債,其他負債,負債合計,股本,資本公積,保留盈餘,股東權益其他項目,庫藏股票,少數股權,股東權益合計,換算匯率,換算匯率參考依據,是否經當地會計師查核或核閱
101/02,910861,神州,     96581433,      5028152,      4532756,      1621199,      1727262,    109490802,     73538195,      5909436,              0,     79447631,        416005,     11797173,     13368462,      1404859,              0,      3056672,     30043171,HKD＄1：3.8064 NT$,以1010930 www.oanda.com 網站公佈匯率換算,毋須經會計師查核或核閱
101/02,910948,融達,      4137980,        779281,         91101,          3892,              0,      5012254,      1627041,              0,              0,      1627041,        148978,      1726971,      1357741,        151523,              0,              0,      3385213,USD$1:NT$29.30,臺灣銀行於財務報表日之即期匯率-買賣均價,毋須經會計師查核或核閱
101/02,9110,越南製造,      4887398,         22191,        944091,          4247,        211653,      6069580,        823261,              0,              0,        823261,         34770,              0,      5211549,              0,              0,              0,      5246319,USD$1：NT$29.9,台北外匯經紀股份有限公司,經會計師核閱
101/02,911201,僑威,      4358829,        179481,      2091142,         70707,            489,      6700648,      3209580,            420,         81229,      3291229,        100737,        748410,        824788,        387088,              0,      1348396,      3409419,3.853,民國一百零一年六月三十日臺灣銀行匯率,毋須經會計師查核或核閱
101/02,911602,華豐泰國,      1076488,              0,        626074,              0,         16215,      1718777,        373047,              0,          9898,        382945,        618928,        359577,        449113,              0,        -91786,              0,      1335832,Baht＄1：NT$0.94,101/06/30之匯率,經會計師核閱
101/02,911606,超級集團,      6808880,        371414,      4017496,        479990,        167980,     11845760,      2527721,              0,        157510,      2685231,      3847611,          2212,      5383427,       -444912,         -6399,        378590,      9160529,SGD$1:NT$23.5266,中央銀行於101.6.29之即期匯率,毋須經會計師查核或核閱
101/02,911608,明輝環球,      3363690,        200766,        806336,        333420,         64962,      4769174,      1913493,              0,         15218,      1928711,      1022203,              0,      1667520,        -49933,              0,        200673,      2840463,SGD$1:NT$23.52,臺灣銀行於財務報表日之即期匯率,毋須經會計師查核或核閱
101/02,911609,揚子江,    124715466,     14739673,     18993247,     18141420,          7019,    176596825,     77714356,     14313396,      3063469,     95091221,     29990849,              0,     49696620,       -619397,        -99021,      2536553,     81505604,RMB$1:NT$4.72,銀行期末平均匯率,毋須經會計師查核或核閱
101/02,911610,聯合環境,      4667662,        426613,        734679,         39109,      4389532,     10257595,      1797899,      3795434,        114475,      5707808,      2216403,         63292,      1685607,        389681,              0,        194804,      4549787,SGD$1:NT$23.92,臺灣銀行於財務報表日之即期匯率,毋須經會計師查核或核閱
101/02,911611,中國泰山,      4835175,              0,      1977649,            508,         56414,      6869746,        996434,              0,              0,        996434,      2642559,         54021,      3198870,              0,        -22138,              0,      5873312,RMB1:NTD4.7012,Bloomberg顯示6月30日閉市匯率,毋須經會計師查核或核閱
101/02,911612,滬安電力,      9010102,              0,      2344160,        590865,         16968,     11962095,      6008093,        651705,              0,      6659798,      3106580,         41095,      2160476,         -5854,              0,              0,      5302297,4.7328,以101/6/30www.oanda.com公佈之匯率換算,毋須經會計師查核或核閱
101/02,911616,杜康控股,      5881389,        729477,      1774043,        582906,        338047,      9305862,      1886974,              0,        334206,      2221180,      1343552,      3157291,      3132861,       -549022,              0,              0,      7084682,RMB$1:NT$4.807,2011年12月底,毋須經會計師查核或核閱
101/02,911619,耀傑集團,      1233883,         71715,         45946,              0,            446,      1351990,        216601,              0,          3524,        220125,        795160,          5003,        422679,          1409,        -92363,            -23,      1131865,SGD1:NT$23.4900,臺灣銀行於101.3.30財務報表日之即期匯率,毋須經會計師查核或核閱
101/02,911622,泰聚亨,      4056542,        287687,      5256801,            350,         97571,      9698951,      3448818,        601803,         11697,      4062318,      5672937,              0,         10178,         -1802,        -44680,              0,      5636633,THB＄1：NT$0.94,以101/6/30公佈匯率換算,經會計師核閱
101/02,911626,華運中國,      2901175,              0,      1113733,         87932,              0,      4102840,        483206,              0,              0,        483206,        824372,        646040,      2149222,              0,              0,              0,      3619634,CNY $1: NT $4.701,匯率係採用各該期期末之台灣銀行匯率,毋須經會計師查核或核閱
101/02,911868,同方友友,      5160531,        311485,      5517920,        521031,              0,     11510967,      2772283,        495704,              0,      3267987,        355439,      7070342,       -331908,      1109019,              0,         40088,      8242980,HKD$1:NT$3.784,2012年9月末,毋須經會計師查核或核閱
101/02,912000,晨訊科技,      8634547,        342065,      2749955,      1021204,          3290,     12751061,      5528415,              0,         43632,      5572047,        656937,      3008148,      2421685,        820700,              0,        271544,      7179014,HKD＄1：NT$3.853,臺灣銀行於財務報表日之即期匯率,經會計師核閱
101/02,912398,友佳國際,      6215375,        149166,      1373422,        200293,              0,      7938256,      4634674,          3707,              0,      4638381,         19001,      1230304,      2058984,         -8414,              0,              0,      3299875,RMB 1 = NTD4.7242,台灣銀行買入賣出平均價,經會計師核閱
101/02,9136,巨騰,     20119114,         97801,     25281353,        785792,         71519,     46355579,     19779885,      3063131,              0,     22843016,        435986,      4860413,     11481360,      2238419,              0,      4496385,     23512563,HK$1:NT$3.853,臺灣銀行101年6月29日(六月底)即期中價匯率,毋須經會計師查核或核閱
101/02,913889,大成糖,     12633964,         12889,      5827589,      1554131,         30170,     20058743,      9306728,      1455963,        320327,     11083018,        588978,      4215732,      2678347,      1478075,              0,         14593,      8975725,HKD＄1：NT$3.8556,OANDA萬達亞太公司匯率,經會計師核閱
101/02,9151,中國旺旺,     64808196,        398599,     28000070,      3596417,         24262,     96827544,     39599605,     14940000,        939338,     55478943,      7904903,    -27302581,     53205404,      7300042,              0,        240833,     41348601,USD $ 1: NT$29.88,臺灣銀行於財務報表日之即期匯率,經會計師核閱
101/02,9157,陽光能源,      8891349,        577589,      9992803,      1493590,      1035416,     21990747,      9556641,      3652228,      1355867,     14564736,        934461,      6805069,     -1219277,        782396,              0,        123362,      7426011,RMB$1 : NT$4.7056,中央銀行 101/06/30之匯率,經會計師核閱
101/02,9188,精熙國際,      4262621,        333909,        785396,          7589,         14432,      5403947,        752707,              0,              0,        752707,         31852,      2569795,      1790952,        258641,              0,              0,      4651240,USD＄1：NT$29.88,依臺灣銀行於101年6 月30 日之即期匯率,經會計師核閱
